short_name_ENG_i,short_name_ENG_j,f_ij,n_ij
Fluorides; fluorosilicate,"Diazo-, azo- or azoxy-com",9,1
Fluorides; fluorosilicate,"Sulphides of calcium, of ",8,1
Fluorides; fluorosilicate,Hydrogen chloride (hydroc,7,2
Fluorides; fluorosilicate,Surface-active preparatio,4,1
Fluorides; fluorosilicate,Mineral or chemical ferti,3,1
Fluorides; fluorosilicate,Sodium hydroxide (caustic,4,1
Fluorides; fluorosilicate,Denatured ethyl alcohol a,4,1
Fluorides; fluorosilicate,Thiocarbamates and dithio,3,1
Fluorides; fluorosilicate,Anionic organic surface-a,3,1
Fluorides; fluorosilicate,Herbicides based on pheno,2,1
Fluorides; fluorosilicate,Distilled and conductivit,2,2
Fluorides; fluorosilicate,Fertilisers in tablets or,2,1
Fluorides; fluorosilicate,Phosphoric esters; and th,1,1
Fluorides; fluorosilicate,Oil paints and varnishes ,1,1
Fluorides; fluorosilicate,Derivatives of hydrocarbo,1,2
Fluorides; fluorosilicate,Salicylic acid and its sa,1,1
Acetone,Distribution services of ,5,1
Acetone,Medicaments of alkaloids ,19,2
Acetone,Saturated acyclic hydroca,18,1
Acetone,Denatured ethyl alcohol a,17,1
Acetone,Acrylic acid and its salt,16,1
Acetone,Surface-active preparatio,14,1
Acetone,Steam and hot water suppl,12,1
Acetone,"Diazo-, azo- or azoxy-com",12,1
Acetone,Treatment and distributio,10,1
Acetone,Acyclic ethers and their ,9,2
Acetone,Phenolphthalein; 1-Hydrox,9,2
Acetone,Methylamine; di- or trime,8,1
Acetone,"Lysine and its esters, an",8,1
Acetone,Monoethanolamine and its ,6,2
Acetone,Medicaments containing in,6,2
Acetone,"Tetrahydrofuran, 2-Furald",6,2
Acetone,"Hormones, prostaglandins,",5,1
Acetone,Nitric acid; sulphonitric,5,1
Acetone,Thiocarbamates and dithio,4,1
Acetone,Sulphonamides,4,1
Acetone,Hydraulic brake fluids an,4,2
Acetone,Ethyl acetate,4,3
Acetone,Distilled and conductivit,4,1
Acetone,Medicaments containing pe,4,2
Acetone,Glycosides and vegetable ,3,2
Acetone,"Beauty, make-up and skin ",3,1
Acetone,Oil paints and varnishes ,2,1
Acetone,Dibutyl and dioctyl ortho,2,1
Acetone,Fluorides; fluorosilicate,2,1
Acetone,Dietary supplements (prod,1,1
Acetone,"Syringes, with or without",1,1
Acetone,Ureines and their derivat,1,1
Railway or tramway goods ,Repair and maintenance of,1,1
Railway or tramway goods ,Iron or steel equipment f,1,1
"Uncoated, unbleached sack",Sub-contracted operations,1,1
Turned metal parts for ta,Metal parts (excluding tu,646,34
Turned metal parts for ta,Wet painting and varnishi,233,14
Turned metal parts for ta,The order of part operati,226,25
Turned metal parts for ta,Iron or steel equipment f,217,20
Turned metal parts for ta,Heat treatment of metals ,182,6
Turned metal parts for ta,Plastic coating of metals,142,5
Turned metal parts for ta,Repair and maintenance se,1,1
Turned metal parts for ta,Metallic coating by immer,132,2
Turned metal parts for ta,Bumpers and parts thereof,108,5
Turned metal parts for ta,Wrought steel shaped free,100,8
Turned metal parts for ta,Railway or tramway track ,99,8
Turned metal parts for ta,Machines for treating met,86,9
Turned metal parts for ta,Sub-contracted operations,1,1
Turned metal parts for ta,Hard rubber or plastic co,83,8
Turned metal parts for ta,Repair and maintenance of,1,1
Turned metal parts for ta,Plastic parts for machine,71,6
Turned metal parts for ta,Parts of machinery of HS ,1,2
Turned metal parts for ta,Moulding boxes for metal ,59,7
Turned metal parts for ta,Horizontal machining cent,56,1
Turned metal parts for ta,Parts of electrical signa,53,1
Turned metal parts for ta,Drop forged (and precisio,52,3
Turned metal parts for ta,Rock drilling or earth bo,51,6
Turned metal parts for ta,Parts of locomotives or r,49,4
Turned metal parts for ta,"Files, rasps and similar ",48,5
Turned metal parts for ta,"Iron or steel reservoirs,",47,7
Turned metal parts for ta,Tapping tools for working,46,4
Turned metal parts for ta,Rubber compounded with ca,45,1
Turned metal parts for ta,Test benches,45,3
Turned metal parts for ta,Parts for machines for as,43,2
Turned metal parts for ta,"Boards, panels, consoles,",41,2
Turned metal parts for ta,Articles of cellular rubb,38,4
Turned metal parts for ta,Parts and accessories for,1,1
Turned metal parts for ta,Parts of gas turbines (ex,34,1
Turned metal parts for ta,Repair services of tarpau,32,4
Turned metal parts for ta,Secondary raw material of,1,1
Turned metal parts for ta,Numerical control panels ,31,1
Turned metal parts for ta,"Spools, cops, bobbins and",31,1
Turned metal parts for ta,Screws and bolts for fixi,31,2
Turned metal parts for ta,"Electricity, combined and",30,1
Turned metal parts for ta,Rubber transmission belts,29,1
Turned metal parts for ta,"Prefabricated buildings, ",2,4
Turned metal parts for ta,Assembly services of part,27,3
Turned metal parts for ta,Light metal castings for ,26,3
Turned metal parts for ta,Ferrite cores of transfor,26,1
Turned metal parts for ta,Pulley tackle and hoists ,25,2
Turned metal parts for ta,Tableware and kitchenware,25,1
Turned metal parts for ta,Safety seat belts,24,2
Turned metal parts for ta,Sheet metal forming of st,23,6
Turned metal parts for ta,"Other plates..., of polym",23,1
Turned metal parts for ta,Parts of poultry-keeping ,22,5
Turned metal parts for ta,Parts and accessories of ,3,1
Turned metal parts for ta,Aluminium tubes and pipes,21,1
Turned metal parts for ta,Base metal hinges,21,2
Turned metal parts for ta,Endless bands for machine,21,1
Turned metal parts for ta,"Parts of agricultural, ho",21,3
Turned metal parts for ta,"Parts for converters, lad",21,1
Turned metal parts for ta,Parts for boring or sinki,21,1
Turned metal parts for ta,Gear boxes for stationary,20,3
Turned metal parts for ta,"Plastic carboys, bottles,",19,1
Turned metal parts for ta,Parts of bearing housings,19,6
Turned metal parts for ta,Iron or steel towers and ,19,6
Turned metal parts for ta,Boilers for central heati,18,2
Turned metal parts for ta,Parts of air and vacuum p,18,1
Turned metal parts for ta,"Teleferics, chair-lifts, ",18,1
Turned metal parts for ta,Parts for air conditionin,17,1
Turned metal parts for ta,Parts of machinery and ap,1,2
Turned metal parts for ta,"Men’s or boys’ ensembles,",15,1
Turned metal parts for ta,Parts suitable for use so,3,1
Turned metal parts for ta,Numerically controlled be,15,2
Turned metal parts for ta,Rubber tubing not reinfor,14,1
Turned metal parts for ta,Parts of pumps for liquid,14,2
Turned metal parts for ta,Parts of fluid power equi,14,3
Turned metal parts for ta,Iron or steel spring wash,13,1
Turned metal parts for ta,"Iron or steel doors, thre",13,3
Turned metal parts for ta,Parts of machinery for ma,13,1
Turned metal parts for ta,Parts for vacuum cleaners,12,1
Turned metal parts for ta,Electronic gas or smoke a,12,1
Turned metal parts for ta,Fire extinguishers,12,1
Turned metal parts for ta,Electric motors of an out,11,1
Turned metal parts for ta,"Chassis for trailers, sem",11,3
Turned metal parts for ta,Machine-tools for working,11,1
Turned metal parts for ta,"Parts for taps, cocks, va",11,1
Turned metal parts for ta,Sorted metal materials re,10,7
Turned metal parts for ta,Gas supply or production ,10,1
Turned metal parts for ta,Toilet paper,9,1
Turned metal parts for ta,Parts of electrical ignit,9,1
Turned metal parts for ta,Electronic flow meters (e,9,1
Turned metal parts for ta,"Washers, rivets, cotters,",9,1
Turned metal parts for ta,"Tanks, casks, drums, cans",2,1
Turned metal parts for ta,Cylinders for calendering,9,3
Turned metal parts for ta,Heat exchange units,9,1
Turned metal parts for ta,Pneumatic elevators and c,8,2
Turned metal parts for ta,Installation of electric ,8,1
Turned metal parts for ta,Installation services of ,3,1
Turned metal parts for ta,Electric bakery and biscu,8,1
Turned metal parts for ta,Electronic thermostats,8,1
Turned metal parts for ta,Pressure-reducing valves ,3,2
Turned metal parts for ta,Iron or steel gas domesti,8,2
Turned metal parts for ta,Electro-cardiographs,7,1
Turned metal parts for ta,Chandeliers and other ele,7,1
Turned metal parts for ta,"Syringes, with or without",7,2
Turned metal parts for ta,Automatic goods-vending m,7,1
Turned metal parts for ta,Agricultural or horticult,7,3
Turned metal parts for ta,"Dentists’, barbers’ or si",6,2
Turned metal parts for ta,Bearing housings incorpor,6,1
Turned metal parts for ta,Machinery for cleaning or,6,1
Turned metal parts for ta,Wooden frames for paintin,6,2
Turned metal parts for ta,Containers specially desi,5,1
Turned metal parts for ta,Metal furniture (excludin,5,2
Turned metal parts for ta,Stainless steel sinks and,4,1
Turned metal parts for ta,"Base metal hooks, eyes, e",4,1
Turned metal parts for ta,Parts for household or la,4,1
Turned metal parts for ta,Jigs and fixtures for spe,4,1
Turned metal parts for ta,Numerically controlled kn,4,1
Turned metal parts for ta,Broaching machines for wo,4,3
Turned metal parts for ta,Telephonic and measuremen,4,1
Turned metal parts for ta,Iron or steel parts of st,4,1
Turned metal parts for ta,"Tubes and pipes, of circu",1,1
Turned metal parts for ta,Parts and accessories (in,3,1
Turned metal parts for ta,Scarifiers and cultivator,3,1
Turned metal parts for ta,Combine harvester-threshe,3,1
Turned metal parts for ta,Cooling towers and simila,3,1
Turned metal parts for ta,"Balls, needles and roller",3,2
Turned metal parts for ta,"Sorting, screening, separ",3,1
Turned metal parts for ta,Bakery machinery (excl. o,3,1
Turned metal parts for ta,Cake and pastry products;,3,1
Turned metal parts for ta,Silica sands (quartz sand,3,1
Turned metal parts for ta,Fuses for a voltage > 1 k,2,1
Turned metal parts for ta,Fire-fighting vehicles,2,1
Turned metal parts for ta,Accounting machines and s,2,1
Turned metal parts for ta,"Reconditioning, assembly,",2,1
Turned metal parts for ta,Pile-drivers and pile-ext,2,2
Turned metal parts for ta,Parts of printing and boo,2,1
Turned metal parts for ta,Parts of dish-washing mac,2,2
Turned metal parts for ta,Parts for machinery for w,2,1
Turned metal parts for ta,Parts of boilers for cent,2,1
Turned metal parts for ta,"Frames and forks, for bic",1,1
Turned metal parts for ta,Dismantling services of u,1,1
Turned metal parts for ta,Pick-up cartridges for di,1,1
Turned metal parts for ta,Positive displacement pum,1,1
Turned metal parts for ta,Agricultural... forestry ,1,1
Turned metal parts for ta,Oil or petrol-filters for,1,1
Turned metal parts for ta,Spark ignition reciprocat,1,1
"Nails, tacks, drawing pin",Rock drilling or earth bo,14,1
"Nails, tacks, drawing pin","Cartons, boxes and cases,",13,1
"Nails, tacks, drawing pin",Metal parts (excluding tu,12,1
"Nails, tacks, drawing pin",Hard rubber or plastic co,11,1
"Nails, tacks, drawing pin",Wet painting and varnishi,9,2
"Nails, tacks, drawing pin",Machines for treating met,5,1
"Nails, tacks, drawing pin",Screws and bolts for fixi,5,2
"Nails, tacks, drawing pin",Railway or tramway track ,5,4
"Nails, tacks, drawing pin","Boards, panels, consoles,",5,1
"Nails, tacks, drawing pin",Iron or steel equipment f,4,2
"Nails, tacks, drawing pin",Sub-contracted operations,1,1
"Nails, tacks, drawing pin",Iron or steel spring wash,4,1
"Nails, tacks, drawing pin",Sheet metal forming of st,4,1
"Nails, tacks, drawing pin",Self-adhesive printed lab,4,1
"Nails, tacks, drawing pin",Hot-rolled flat products ,3,1
"Nails, tacks, drawing pin",Cold-rolled narrow strip ,3,1
"Nails, tacks, drawing pin","Aluminium bars, rods and ",3,1
"Nails, tacks, drawing pin",Electrical apparatus for ,3,1
"Nails, tacks, drawing pin",Numerically controlled be,3,1
"Nails, tacks, drawing pin","Folding cartons, boxes an",3,1
"Nails, tacks, drawing pin",Numerical control panels ,2,2
"Nails, tacks, drawing pin",Flashlights (including  p,2,1
"Nails, tacks, drawing pin",Parts of electrical signa,2,1
"Nails, tacks, drawing pin",Secondary raw material of,2,1
"Nails, tacks, drawing pin",Non-alloy aluminium wire ,2,1
"Nails, tacks, drawing pin","Files, rasps and similar ",2,1
"Nails, tacks, drawing pin","Other plates..., of polym",2,1
"Nails, tacks, drawing pin","Washers, rivets, cotters,",2,1
"Nails, tacks, drawing pin",Bumpers and parts thereof,1,1
"Nails, tacks, drawing pin","Paint brushes, distemperi",1,1
"Nails, tacks, drawing pin",Parts and accessories for,1,1
"Nails, tacks, drawing pin",Telescopic and whip-type ,1,1
"Nails, tacks, drawing pin",Iron or steel hot-worked ,1,1
"Nails, tacks, drawing pin","Non-cellular plates, shee",1,1
"Nails, tacks, drawing pin","Self-adhesive plates, she",1,1
"Nails, tacks, drawing pin",Parts suitable for use so,1,1
"Nails, tacks, drawing pin",Cigarette paper in rolls ,1,1
Inductors for discharge l,Metal parts (excluding tu,62,1
Inductors for discharge l,Hard rubber or plastic co,56,3
Inductors for discharge l,Machines for treating met,46,3
Inductors for discharge l,"Cartons, boxes and cases,",39,1
Inductors for discharge l,Repair and maintenance se,1,1
Inductors for discharge l,Rock drilling or earth bo,30,1
Inductors for discharge l,Wet painting and varnishi,30,1
Inductors for discharge l,"Boards, panels, consoles,",28,8
Inductors for discharge l,Iron or steel equipment f,28,1
Inductors for discharge l,Parts of electrical signa,28,7
Inductors for discharge l,Plugs and sockets for coa,23,6
Inductors for discharge l,Repair and maintenance of,1,1
Inductors for discharge l,"Plastic boxes, cases, cra",22,2
Inductors for discharge l,Parts for machines for as,21,1
Inductors for discharge l,Railway or tramway track ,20,5
Inductors for discharge l,Metallic coating by immer,20,1
Inductors for discharge l,Bumpers and parts thereof,19,1
Inductors for discharge l,"Other plates..., of polym",18,1
Inductors for discharge l,Self-adhesive printed lab,16,3
Inductors for discharge l,Ferrite cores of transfor,15,5
Inductors for discharge l,"Folding cartons, boxes an",14,1
Inductors for discharge l,Parts for air conditionin,12,2
Inductors for discharge l,Numerical control panels ,12,8
Inductors for discharge l,Parts and accessories for,1,1
Inductors for discharge l,Sub-contracted operations,1,1
Inductors for discharge l,Builder’s fittings and mo,11,2
Inductors for discharge l,Electrical apparatus for ,1,3
Inductors for discharge l,Screws and bolts for fixi,10,3
Inductors for discharge l,"Appliance cords, extensio",9,5
Inductors for discharge l,Parts of electrical ignit,9,1
Inductors for discharge l,Parts of gas turbines (ex,9,1
Inductors for discharge l,Machines with translation,9,4
Inductors for discharge l,Instruments and apparatus,9,1
Inductors for discharge l,Parts and accessories of ,1,1
Inductors for discharge l,Iron or steel hot-worked ,8,2
Inductors for discharge l,Fuses for a voltage > 1 k,8,3
Inductors for discharge l,"Printers, capable of conn",8,1
Inductors for discharge l,Test benches,8,5
Inductors for discharge l,Tapping tools for working,8,2
Inductors for discharge l,Cold-rolled narrow strip ,8,1
Inductors for discharge l,Parts for vacuum cleaners,7,1
Inductors for discharge l,"Trunking, ducting and cab",7,3
Inductors for discharge l,"Plastic parts for lamps, ",7,1
Inductors for discharge l,Iron or steel spring wash,7,2
Inductors for discharge l,Flashlights (including  p,6,1
Inductors for discharge l,Apparatus based on the us,6,1
Inductors for discharge l,Measuring transformers ha,6,5
Inductors for discharge l,Articles of cellular rubb,6,2
Inductors for discharge l,Parts of bearing housings,6,1
Inductors for discharge l,"Non-cellular plates, shee",5,1
Inductors for discharge l,Multilayer printed circui,5,2
